3^2 + 4^2 = 5^2 p = 12
520^2 + 576^2 = 776^2 p = 1872
252^2 + 735^2 = 777^2 p = 1764
378^2 + 680^2 = 778^2 p = 1836
171^2 + 760^2 = 779^2 p = 1710
192^2 + 756^2 = 780^2 p = 1728
300^2 + 720^2 = 780^2 p = 1800
396^2 + 672^2 = 780^2 p = 1848
468^2 + 624^2 = 780^2 p = 1872
368^2 + 690^2 = 782^2 p = 1840
540^2 + 567^2 = 783^2 p = 1890
56^2 + 783^2 = 785^2 p = 1624
273^2 + 736^2 = 785^2 p = 1794
425^2 + 660^2 = 785^2 p = 1870
471^2 + 628^2 = 785^2 p = 1884
112^2 + 780^2 = 788^2 p = 1680
474^2 + 632^2 = 790^2 p = 1896
105^2 + 784^2 = 791^2 p = 1680
143^2 + 780^2 = 793^2 p = 1716
168^2 + 775^2 = 793^2 p = 1736
305^2 + 732^2 = 793^2 p = 1830
432^2 + 665^2 = 793^2 p = 1890
456^2 + 650^2 = 794^2 p = 1900
69^2 + 792^2 = 795^2 p = 1656
288^2 + 741^2 = 795^2 p = 1824
420^2 + 675^2 = 795^2 p = 1890
477^2 + 636^2 = 795^2 p = 1908
555^2 + 572^2 = 797^2 p = 1924
376^2 + 705^2 = 799^2 p = 1880
224^2 + 768^2 = 800^2 p = 1792
480^2 + 640^2 = 800^2 p = 1920
351^2 + 720^2 = 801^2 p = 1872
80^2 + 798^2 = 802^2 p = 1680
528^2 + 605^2 = 803^2 p = 1936
483^2 + 644^2 = 805^2 p = 1932
310^2 + 744^2 = 806^2 p = 1860
207^2 + 780^2 = 807^2 p = 1794
160^2 + 792^2 = 808^2 p = 1760
280^2 + 759^2 = 809^2 p = 1848
486^2 + 648^2 = 810^2 p = 1944
560^2 + 588^2 = 812^2 p = 1960
264^2 + 770^2 = 814^2 p = 1848
489^2 + 652^2 = 815^2 p = 1956
384^2 + 720^2 = 816^2 p = 1920
240^2 + 782^2 = 818^2 p = 1840
315^2 + 756^2 = 819^2 p = 1890
180^2 + 800^2 = 820^2 p = 1800
336^2 + 748^2 = 820^2 p = 1904
492^2 + 656^2 = 820^2 p = 1968
532^2 + 624^2 = 820^2 p = 1976
429^2 + 700^2 = 821^2 p = 1950
528^2 + 630^2 = 822^2 p = 1980
231^2 + 792^2 = 825^2 p = 1848
495^2 + 660^2 = 825^2 p = 1980
540^2 + 629^2 = 829^2 p = 1998
498^2 + 664^2 = 830^2 p = 1992
345^2 + 756^2 = 831^2 p = 1932
320^2 + 768^2 = 832^2 p = 1920
392^2 + 735^2 = 833^2 p = 1960
501^2 + 668^2 = 835^2 p = 2004
504^2 + 672^2 = 840^2 p = 2016
41^2 + 840^2 = 841^2 p = 1722
580^2 + 609^2 = 841^2 p = 2030
58^2 + 840^2 = 842^2 p = 1740
480^2 + 693^2 = 843^2 p = 2016
116^2 + 837^2 = 845^2 p = 1798
123^2 + 836^2 = 845^2 p = 1804
208^2 + 819^2 = 845^2 p = 1872
325^2 + 780^2 = 845^2 p = 1950
429^2 + 728^2 = 845^2 p = 2002
507^2 + 676^2 = 845^2 p = 2028
595^2 + 600^2 = 845^2 p = 2040
448^2 + 720^2 = 848^2 p = 2016
130^2 + 840^2 = 850^2 p = 1820
174^2 + 832^2 = 850^2 p = 1856
238^2 + 816^2 = 850^2 p = 1904
360^2 + 770^2 = 850^2 p = 1980
400^2 + 750^2 = 850^2 p = 2000
510^2 + 680^2 = 850^2 p = 2040
594^2 + 608^2 = 850^2 p = 2052
276^2 + 805^2 = 851^2 p = 1932
205^2 + 828^2 = 853^2 p = 1886
154^2 + 840^2 = 854^2 p = 1848
513^2 + 684^2 = 855^2 p = 2052
232^2 + 825^2 = 857^2 p = 1914
330^2 + 792^2 = 858^2 p = 1980
516^2 + 688^2 = 860^2 p = 2064
189^2 + 840^2 = 861^2 p = 1890
260^2 + 825^2 = 865^2 p = 1950
287^2 + 816^2 = 865^2 p = 1968
504^2 + 703^2 = 865^2 p = 2072
519^2 + 692^2 = 865^2 p = 2076
290^2 + 816^2 = 866^2 p = 1972
408^2 + 765^2 = 867^2 p = 2040
483^2 + 720^2 = 867^2 p = 2070
102^2 + 864^2 = 870^2 p = 1836
144^2 + 858^2 = 870^2 p = 1872
522^2 + 696^2 = 870^2 p = 2088
600^2 + 630^2 = 870^2 p = 2100
335^2 + 804^2 = 871^2 p = 2010
480^2 + 728^2 = 872^2 p = 2080
585^2 + 648^2 = 873^2 p = 2106
245^2 + 840^2 = 875^2 p = 1960
308^2 + 819^2 = 875^2 p = 2002
525^2 + 700^2 = 875^2 p = 2100
576^2 + 660^2 = 876^2 p = 2112
348^2 + 805^2 = 877^2 p = 2030
204^2 + 855^2 = 879^2 p = 1938
528^2 + 704^2 = 880^2 p = 2112
369^2 + 800^2 = 881^2 p = 2050
84^2 + 880^2 = 884^2 p = 1848
340^2 + 816^2 = 884^2 p = 2040
416^2 + 780^2 = 884^2 p = 2080
560^2 + 684^2 = 884^2 p = 2128
531^2 + 708^2 = 885^2 p = 2124
288^2 + 840^2 = 888^2 p = 2016
168^2 + 874^2 = 890^2 p = 1932
390^2 + 800^2 = 890^2 p = 2080
406^2 + 792^2 = 890^2 p = 2088
534^2 + 712^2 = 890^2 p = 2136
306^2 + 840^2 = 894^2 p = 2040
537^2 + 716^2 = 895^2 p = 2148
345^2 + 828^2 = 897^2 p = 2070
560^2 + 702^2 = 898^2 p = 2160
620^2 + 651^2 = 899^2 p = 2170
252^2 + 864^2 = 900^2 p = 2016
540^2 + 720^2 = 900^2 p = 2160
60^2 + 899^2 = 901^2 p = 1860
424^2 + 795^2 = 901^2 p = 2120
451^2 + 780^2 = 901^2 p = 2132
476^2 + 765^2 = 901^2 p = 2142
198^2 + 880^2 = 902^2 p = 1980
120^2 + 896^2 = 904^2 p = 1920
95^2 + 900^2 = 905^2 p = 1900
464^2 + 777^2 = 905^2 p = 2146
543^2 + 724^2 = 905^2 p = 2172
616^2 + 663^2 = 905^2 p = 2184
180^2 + 891^2 = 909^2 p = 1980
224^2 + 882^2 = 910^2 p = 2016
350^2 + 840^2 = 910^2 p = 2100
462^2 + 784^2 = 910^2 p = 2156
546^2 + 728^2 = 910^2 p = 2184
336^2 + 850^2 = 914^2 p = 2100
165^2 + 900^2 = 915^2 p = 1980
408^2 + 819^2 = 915^2 p = 2142
549^2 + 732^2 = 915^2 p = 2196
621^2 + 672^2 = 915^2 p = 2208
240^2 + 884^2 = 916^2 p = 2040
432^2 + 810^2 = 918^2 p = 2160
552^2 + 736^2 = 920^2 p = 2208
522^2 + 760^2 = 922^2 p = 2204
355^2 + 852^2 = 923^2 p = 2130
43^2 + 924^2 = 925^2 p = 1892
259^2 + 888^2 = 925^2 p = 2072
285^2 + 880^2 = 925^2 p = 2090
300^2 + 875^2 = 925^2 p = 2100
520^2 + 765^2 = 925^2 p = 2210
533^2 + 756^2 = 925^2 p = 2214
555^2 + 740^2 = 925^2 p = 2220
640^2 + 672^2 = 928^2 p = 2240
129^2 + 920^2 = 929^2 p = 1978
558^2 + 744^2 = 930^2 p = 2232
420^2 + 832^2 = 932^2 p = 2184
143^2 + 924^2 = 935^2 p = 2002
396^2 + 847^2 = 935^2 p = 2178
440^2 + 825^2 = 935^2 p = 2200
561^2 + 748^2 = 935^2 p = 2244
360^2 + 864^2 = 936^2 p = 2160
215^2 + 912^2 = 937^2 p = 2064
75^2 + 936^2 = 939^2 p = 1950
564^2 + 752^2 = 940^2 p = 2256
580^2 + 741^2 = 941^2 p = 2262
510^2 + 792^2 = 942^2 p = 2244
207^2 + 920^2 = 943^2 p = 2070
567^2 + 756^2 = 945^2 p = 2268
301^2 + 900^2 = 949^2 p = 2150
365^2 + 876^2 = 949^2 p = 2190
420^2 + 851^2 = 949^2 p = 2220
624^2 + 715^2 = 949^2 p = 2288
266^2 + 912^2 = 950^2 p = 2128
570^2 + 760^2 = 950^2 p = 2280
225^2 + 924^2 = 951^2 p = 2100
448^2 + 840^2 = 952^2 p = 2240
615^2 + 728^2 = 953^2 p = 2296
504^2 + 810^2 = 954^2 p = 2268
573^2 + 764^2 = 955^2 p = 2292
660^2 + 693^2 = 957^2 p = 2310
616^2 + 735^2 = 959^2 p = 2310
576^2 + 768^2 = 960^2 p = 2304
62^2 + 960^2 = 962^2 p = 1984
312^2 + 910^2 = 962^2 p = 2184
370^2 + 888^2 = 962^2 p = 2220
638^2 + 720^2 = 962^2 p = 2320
480^2 + 836^2 = 964^2 p = 2280
124^2 + 957^2 = 965^2 p = 2046
387^2 + 884^2 = 965^2 p = 2236
475^2 + 840^2 = 965^2 p = 2280
579^2 + 772^2 = 965^2 p = 2316
456^2 + 855^2 = 969^2 p = 2280
88^2 + 966^2 = 970^2 p = 2024
186^2 + 952^2 = 970^2 p = 2108
582^2 + 776^2 = 970^2 p = 2328
650^2 + 720^2 = 970^2 p = 2340
108^2 + 969^2 = 975^2 p = 2052
240^2 + 945^2 = 975^2 p = 2160
273^2 + 936^2 = 975^2 p = 2184
375^2 + 900^2 = 975^2 p = 2250
495^2 + 840^2 = 975^2 p = 2310
585^2 + 780^2 = 975^2 p = 2340
612^2 + 759^2 = 975^2 p = 2346
176^2 + 960^2 = 976^2 p = 2112
248^2 + 945^2 = 977^2 p = 2170
429^2 + 880^2 = 979^2 p = 2288
588^2 + 784^2 = 980^2 p = 2352
540^2 + 819^2 = 981^2 p = 2340
216^2 + 960^2 = 984^2 p = 2160
140^2 + 975^2 = 985^2 p = 2100
473^2 + 864^2 = 985^2 p = 2322
591^2 + 788^2 = 985^2 p = 2364
696^2 + 697^2 = 985^2 p = 2378
264^2 + 950^2 = 986^2 p = 2200
310^2 + 936^2 = 986^2 p = 2232
464^2 + 870^2 = 986^2 p = 2320
680^2 + 714^2 = 986^2 p = 2380
380^2 + 912^2 = 988^2 p = 2280
594^2 + 792^2 = 990^2 p = 2376
597^2 + 796^2 = 995^2 p = 2388
372^2 + 925^2 = 997^2 p = 2294
324^2 + 945^2 = 999^2 p = 2268
280^2 + 960^2 = 1000^2 p = 2240
352^2 + 936^2 = 1000^2 p = 2288
600^2 + 800^2 = 1000^2 p = 2400
385^2 + 924^2 = 1001^2 p = 2310
472^2 + 885^2 = 1003^2 p = 2360
603^2 + 804^2 = 1005^2 p = 2412
532^2 + 855^2 = 1007^2 p = 2394
559^2 + 840^2 = 1009^2 p = 2408
200^2 + 990^2 = 1010^2 p = 2200
434^2 + 912^2 = 1010^2 p = 2356
606^2 + 808^2 = 1010^2 p = 2424
672^2 + 754^2 = 1010^2 p = 2436
525^2 + 864^2 = 1011^2 p = 2400
45^2 + 1012^2 = 1013^2 p = 2070
390^2 + 936^2 = 1014^2 p = 2340
714^2 + 720^2 = 1014^2 p = 2448
119^2 + 1008^2 = 1015^2 p = 2142
168^2 + 1001^2 = 1015^2 p = 2184
609^2 + 812^2 = 1015^2 p = 2436
700^2 + 735^2 = 1015^2 p = 2450
135^2 + 1008^2 = 1017^2 p = 2160
440^2 + 918^2 = 1018^2 p = 2376
156^2 + 1008^2 = 1020^2 p = 2184
432^2 + 924^2 = 1020^2 p = 2376
480^2 + 900^2 = 1020^2 p = 2400
612^2 + 816^2 = 1020^2 p = 2448
660^2 + 779^2 = 1021^2 p = 2460
672^2 + 770^2 = 1022^2 p = 2464
64^2 + 1023^2 = 1025^2 p = 2112
225^2 + 1000^2 = 1025^2 p = 2250
287^2 + 984^2 = 1025^2 p = 2296
420^2 + 935^2 = 1025^2 p = 2380
496^2 + 897^2 = 1025^2 p = 2418
615^2 + 820^2 = 1025^2 p = 2460
665^2 + 780^2 = 1025^2 p = 2470
395^2 + 948^2 = 1027^2 p = 2370
128^2 + 1020^2 = 1028^2 p = 2176
618^2 + 824^2 = 1030^2 p = 2472
192^2 + 1015^2 = 1033^2 p = 2240
621^2 + 828^2 = 1035^2 p = 2484
336^2 + 980^2 = 1036^2 p = 2352
187^2 + 1020^2 = 1037^2 p = 2244
315^2 + 988^2 = 1037^2 p = 2340
488^2 + 915^2 = 1037^2 p = 2440
645^2 + 812^2 = 1037^2 p = 2494
312^2 + 990^2 = 1038^2 p = 2340
256^2 + 1008^2 = 1040^2 p = 2304
400^2 + 960^2 = 1040^2 p = 2400
528^2 + 896^2 = 1040^2 p = 2464
624^2 + 832^2 = 1040^2 p = 2496
558^2 + 880^2 = 1042^2 p = 2480
357^2 + 980^2 = 1043^2 p = 2380
720^2 + 756^2 = 1044^2 p = 2520
627^2 + 836^2 = 1045^2 p = 2508
540^2 + 897^2 = 1047^2 p = 2484
320^2 + 999^2 = 1049^2 p = 2368
294^2 + 1008^2 = 1050^2 p = 2352
630^2 + 840^2 = 1050^2 p = 2520
405^2 + 972^2 = 1053^2 p = 2430
496^2 + 930^2 = 1054^2 p = 2480
633^2 + 844^2 = 1055^2 p = 2532
675^2 + 816^2 = 1059^2 p = 2550
92^2 + 1056^2 = 1060^2 p = 2208
384^2 + 988^2 = 1060^2 p = 2432
560^2 + 900^2 = 1060^2 p = 2520
636^2 + 848^2 = 1060^2 p = 2544
620^2 + 861^2 = 1061^2 p = 2542
639^2 + 852^2 = 1065^2 p = 2556
184^2 + 1050^2 = 1066^2 p = 2300
234^2 + 1040^2 = 1066^2 p = 2340
410^2 + 984^2 = 1066^2 p = 2460
616^2 + 870^2 = 1066^2 p = 2552
715^2 + 792^2 = 1067^2 p = 2574
468^2 + 960^2 = 1068^2 p = 2496
731^2 + 780^2 = 1069^2 p = 2580
642^2 + 856^2 = 1070^2 p = 2568
504^2 + 945^2 = 1071^2 p = 2520
348^2 + 1015^2 = 1073^2 p = 2436
448^2 + 975^2 = 1073^2 p = 2496
495^2 + 952^2 = 1073^2 p = 2520
740^2 + 777^2 = 1073^2 p = 2590
301^2 + 1032^2 = 1075^2 p = 2408
645^2 + 860^2 = 1075^2 p = 2580
276^2 + 1040^2 = 1076^2 p = 2392
415^2 + 996^2 = 1079^2 p = 2490
648^2 + 864^2 = 1080^2 p = 2592
682^2 + 840^2 = 1082^2 p = 2604
651^2 + 868^2 = 1085^2 p = 2604
114^2 + 1080^2 = 1086^2 p = 2280
512^2 + 960^2 = 1088^2 p = 2560
66^2 + 1088^2 = 1090^2 p = 2244
368^2 + 1026^2 = 1090^2 p = 2484
600^2 + 910^2 = 1090^2 p = 2600
654^2 + 872^2 = 1090^2 p = 2616
420^2 + 1008^2 = 1092^2 p = 2520
132^2 + 1085^2 = 1093^2 p = 2310
81^2 + 1092^2 = 1095^2 p = 2268
228^2 + 1071^2 = 1095^2 p = 2394
657^2 + 876^2 = 1095^2 p = 2628
720^2 + 825^2 = 1095^2 p = 2640
704^2 + 840^2 = 1096^2 p = 2640
585^2 + 928^2 = 1097^2 p = 2610
198^2 + 1080^2 = 1098^2 p = 2376
595^2 + 924^2 = 1099^2 p = 2618
308^2 + 1056^2 = 1100^2 p = 2464
660^2 + 880^2 = 1100^2 p = 2640
760^2 + 798^2 = 1102^2 p = 2660
47^2 + 1104^2 = 1105^2 p = 2256
105^2 + 1100^2 = 1105^2 p = 2310
169^2 + 1092^2 = 1105^2 p = 2366
264^2 + 1073^2 = 1105^2 p = 2442
272^2 + 1071^2 = 1105^2 p = 2448
425^2 + 1020^2 = 1105^2 p = 2550
468^2 + 1001^2 = 1105^2 p = 2574
520^2 + 975^2 = 1105^2 p = 2600
561^2 + 952^2 = 1105^2 p = 2618
576^2 + 943^2 = 1105^2 p = 2624
663^2 + 884^2 = 1105^2 p = 2652
700^2 + 855^2 = 1105^2 p = 2660
744^2 + 817^2 = 1105^2 p = 2666
243^2 + 1080^2 = 1107^2 p = 2430
460^2 + 1008^2 = 1108^2 p = 2576
